==PROF== Connected to process 653331 (/home/ubuntu/sumcheck-triton/build/field_sumcheck_cuda)
zk_complete_add_3 field=p32_2^32_minus_5 rounds=20 first_ms=6113.34 median_ms=17.1537 checksum=594802665014
==PROF== Disconnected from process 653331
"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","653331","field_sumcheck_cuda","127.0.0.1","void eval_kernel<20, 5, 1, 0, 1, 2>(const unsigned int *, unsigned int *, unsigned long, const unsigned int *, const unsigned int *, unsigned int)","1","7","(128, 1, 1)","(4096, 1, 1)","0","9.0","GPU Speed Of Light Throughput","DRAM Frequency","hz","1591623036.65",
"0","653331","field_sumcheck_cuda","127.0.0.1","void eval_kernel<20, 5, 1, 0, 1, 2>(const unsigned int *, unsigned int *, unsigned long, const unsigned int *, const unsigned int *, unsigned int)","1","7","(128, 1, 1)","(4096, 1, 1)","0","9.0","GPU Speed Of Light Throughput","SM Frequency","hz","1110172611.26",
"0","653331","field_sumcheck_cuda","127.0.0.1","void eval_kernel<20, 5, 1, 0, 1, 2>(const unsigned int *, unsigned int *, unsigned long, const unsigned int *, const unsigned int *, unsigned int)","1","7","(128, 1, 1)","(4096, 1, 1)","0","9.0","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","27147",
"0","653331","field_sumcheck_cuda","127.0.0.1","void eval_kernel<20, 5, 1, 0, 1, 2>(const unsigned int *, unsigned int *, unsigned long, const unsigned int *, const unsigned int *, unsigned int)","1","7","(128, 1, 1)","(4096, 1, 1)","0","9.0","GPU Speed Of Light Throughput","Memory Throughput","%","42.18",
"0","653331","field_sumcheck_cuda","127.0.0.1","void eval_kernel<20, 5, 1, 0, 1, 2>(const unsigned int *, unsigned int *, unsigned long, const unsigned int *, const unsigned int *, unsigned int)","1","7","(128, 1, 1)","(4096, 1, 1)","0","9.0","GPU Speed Of Light Throughput","DRAM Throughput","%","42.18",
"0","653331","field_sumcheck_cuda","127.0.0.1","void eval_kernel<20, 5, 1, 0, 1, 2>(const unsigned int *, unsigned int *, unsigned long, const unsigned int *, const unsigned int *, unsigned int)","1","7","(128, 1, 1)","(4096, 1, 1)","0","9.0","GPU Speed Of Light Throughput","Duration","ns","24448",
"0","653331","field_sumcheck_cuda","127.0.0.1","void eval_kernel<20, 5, 1, 0, 1, 2>(const unsigned int *, unsigned int *, unsigned long, const unsigned int *, const unsigned int *, unsigned int)","1","7","(128, 1, 1)","(4096, 1, 1)","0","9.0","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","21.65",
"0","653331","field_sumcheck_cuda","127.0.0.1","void eval_kernel<20, 5, 1, 0, 1, 2>(const unsigned int *, unsigned int *, unsigned long, const unsigned int *, const unsigned int *, unsigned int)","1","7","(128, 1, 1)","(4096, 1, 1)","0","9.0","GPU Speed Of Light Throughput","L2 Cache Throughput","%","38.72",
"0","653331","field_sumcheck_cuda","127.0.0.1","void eval_kernel<20, 5, 1, 0, 1, 2>(const unsigned int *, unsigned int *, unsigned long, const unsigned int *, const unsigned int *, unsigned int)","1","7","(128, 1, 1)","(4096, 1, 1)","0","9.0","GPU Speed Of Light Throughput","SM Active Cycles","cycle","23423.96",
"0","653331","field_sumcheck_cuda","127.0.0.1","void eval_kernel<20, 5, 1, 0, 1, 2>(const unsigned int *, unsigned int *, unsigned long, const unsigned int *, const unsigned int *, unsigned int)","1","7","(128, 1, 1)","(4096, 1, 1)","0","9.0","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","61.24",
"0","653331","field_sumcheck_cuda","127.0.0.1","void eval_kernel<20, 5, 1, 0, 1, 2>(const unsigned int *, unsigned int *, unsigned long, const unsigned int *, const unsigned int *, unsigned int)","1","7","(128, 1, 1)","(4096, 1, 1)","0","9.0","SpeedOfLight","","","","SOLBottleneck","OPT","Compute is more heavily utilized than Memory: Look at the Compute Workload Analysis section to see what the compute pipelines are spending their time doing. Also, consider whether any computation is redundant and could be reduced or moved to look-up tables.","",""
"0","653331","field_sumcheck_cuda","127.0.0.1","void eval_kernel<20, 5, 1, 0, 1, 2>(const unsigned int *, unsigned int *, unsigned long, const unsigned int *, const unsigned int *, unsigned int)","1","7","(128, 1, 1)","(4096, 1, 1)","0","9.0","Warp State Statistics","Warp Cycles Per Issued Instruction","cycle","18.72",
"0","653331","field_sumcheck_cuda","127.0.0.1","void eval_kernel<20, 5, 1, 0, 1, 2>(const unsigned int *, unsigned int *, unsigned long, const unsigned int *, const unsigned int *, unsigned int)","1","7","(128, 1, 1)","(4096, 1, 1)","0","9.0","Warp State Statistics","Warp Cycles Per Executed Instruction","cycle","18.82",
"0","653331","field_sumcheck_cuda","127.0.0.1","void eval_kernel<20, 5, 1, 0, 1, 2>(const unsigned int *, unsigned int *, unsigned long, const unsigned int *, const unsigned int *, unsigned int)","1","7","(128, 1, 1)","(4096, 1, 1)","0","9.0","Warp State Statistics","Avg. Active Threads Per Warp","","30.24",
"0","653331","field_sumcheck_cuda","127.0.0.1","void eval_kernel<20, 5, 1, 0, 1, 2>(const unsigned int *, unsigned int *, unsigned long, const unsigned int *, const unsigned int *, unsigned int)","1","7","(128, 1, 1)","(4096, 1, 1)","0","9.0","Warp State Statistics","Avg. Not Predicated Off Threads Per Warp","","29.27",
"0","653331","field_sumcheck_cuda","127.0.0.1","void eval_kernel<20, 5, 1, 0, 1, 2>(const unsigned int *, unsigned int *, unsigned long, const unsigned int *, const unsigned int *, unsigned int)","1","7","(128, 1, 1)","(4096, 1, 1)","0","9.0","WarpStateStats","","","","CPIStall","WRN","The optional metric smsp__pcsamp_sample_count could not be found. Collecting it as an additional metric could enable the rule to provide more guidance.","",""
"0","653331","field_sumcheck_cuda","127.0.0.1","void eval_kernel<20, 5, 1, 0, 1, 2>(const unsigned int *, unsigned int *, unsigned long, const unsigned int *, const unsigned int *, unsigned int)","1","7","(128, 1, 1)","(4096, 1, 1)","0","9.0","Instruction Statistics","Avg. Executed Instructions Per Scheduler","inst","16527.28",
"0","653331","field_sumcheck_cuda","127.0.0.1","void eval_kernel<20, 5, 1, 0, 1, 2>(const unsigned int *, unsigned int *, unsigned long, const unsigned int *, const unsigned int *, unsigned int)","1","7","(128, 1, 1)","(4096, 1, 1)","0","9.0","Instruction Statistics","Executed Instructions","inst","7536438",
"0","653331","field_sumcheck_cuda","127.0.0.1","void eval_kernel<20, 5, 1, 0, 1, 2>(const unsigned int *, unsigned int *, unsigned long, const unsigned int *, const unsigned int *, unsigned int)","1","7","(128, 1, 1)","(4096, 1, 1)","0","9.0","Instruction Statistics","Avg. Issued Instructions Per Scheduler","inst","16621.87",
"0","653331","field_sumcheck_cuda","127.0.0.1","void eval_kernel<20, 5, 1, 0, 1, 2>(const unsigned int *, unsigned int *, unsigned long, const unsigned int *, const unsigned int *, unsigned int)","1","7","(128, 1, 1)","(4096, 1, 1)","0","9.0","Instruction Statistics","Issued Instructions","inst","7579574",
"0","653331","field_sumcheck_cuda","127.0.0.1","void eval_kernel<20, 5, 1, 0, 1, 2>(const unsigned int *, unsigned int *, unsigned long, const unsigned int *, const unsigned int *, unsigned int)","1","7","(128, 1, 1)","(4096, 1, 1)","0","9.0","Launch Statistics","Block Size","","128",
"0","653331","field_sumcheck_cuda","127.0.0.1","void eval_kernel<20, 5, 1, 0, 1, 2>(const unsigned int *, unsigned int *, unsigned long, const unsigned int *, const unsigned int *, unsigned int)","1","7","(128, 1, 1)","(4096, 1, 1)","0","9.0","Launch Statistics","Cluster Scheduling Policy","","PolicySpread",
"0","653331","field_sumcheck_cuda","127.0.0.1","void eval_kernel<20, 5, 1, 0, 1, 2>(const unsigned int *, unsigned int *, unsigned long, const unsigned int *, const unsigned int *, unsigned int)","1","7","(128, 1, 1)","(4096, 1, 1)","0","9.0","Launch Statistics","Cluster Size","","0",
"0","653331","field_sumcheck_cuda","127.0.0.1","void eval_kernel<20, 5, 1, 0, 1, 2>(const unsigned int *, unsigned int *, unsigned long, const unsigned int *, const unsigned int *, unsigned int)","1","7","(128, 1, 1)","(4096, 1, 1)","0","9.0","Launch Statistics","Function Cache Configuration","","CachePreferNone",
"0","653331","field_sumcheck_cuda","127.0.0.1","void eval_kernel<20, 5, 1, 0, 1, 2>(const unsigned int *, unsigned int *, unsigned long, const unsigned int *, const unsigned int *, unsigned int)","1","7","(128, 1, 1)","(4096, 1, 1)","0","9.0","Launch Statistics","Grid Size","","4096",
"0","653331","field_sumcheck_cuda","127.0.0.1","void eval_kernel<20, 5, 1, 0, 1, 2>(const unsigned int *, unsigned int *, unsigned long, const unsigned int *, const unsigned int *, unsigned int)","1","7","(128, 1, 1)","(4096, 1, 1)","0","9.0","Launch Statistics","Registers Per Thread","register/thread","26",
"0","653331","field_sumcheck_cuda","127.0.0.1","void eval_kernel<20, 5, 1, 0, 1, 2>(const unsigned int *, unsigned int *, unsigned long, const unsigned int *, const unsigned int *, unsigned int)","1","7","(128, 1, 1)","(4096, 1, 1)","0","9.0","Launch Statistics","Shared Memory Configuration Size","byte","65536",
