workload,polynomial,backend,field,arithmetic,layout,point_mode,bit_width,limbs,modulus_hex,rounds,N,vars,degree,terms,warmups,repeats,timing_mode,challenge_mode,first_ms,median_ms,eval_median_ms,challenge_median_ms,fold_median_ms,total_median_ms,input_mib,checksum,status
zk_complete_add_6,"q*xp*xp*xq*yq*lambda + q*xp*xp*xq*yp*lambda - q*xp*xq*yp*xr*lambda - q*xp*xq*yq*xr*lambda - q*xp*xq*yp*yp - q*xp*xq*yp*yq - q*xp*xq*yp*yr - q*xp*xq*yq*yr",cuda-sumcheck-prime-field-montgomery-element-layout-specialized-points,p64_goldilocks,montgomery,element,specialized,64,2,0xffffffff00000001,18,262144,8,6,8,2,10,whole-run,fixed,4.64736,4.01424,0,0,0,4.01424,16.000000,10966450254344,ok
