workload,polynomial,backend,field,arithmetic,layout,point_mode,bit_width,limbs,modulus_hex,rounds,N,vars,degree,terms,warmups,repeats,timing_mode,challenge_mode,first_ms,median_ms,eval_median_ms,challenge_median_ms,fold_median_ms,total_median_ms,input_mib,checksum,status
zk_incomplete_add_1,"q*xr*xp*xp - 2*q*xr*xp*xq + q*xr*xq*xq + q*xq*xp*xp - 2*q*xq*xq*xp + q*xq*xq*xq + q*xp*xp*xp - 2*q*xp*xp*xq + q*xp*xq*xq - q*yp*yp + 2*q*yp*yq - q*yq*yq",cuda-sumcheck-prime-field-montgomery-element-layout-specialized-points,p255_bls12_381_scalar,montgomery,element,specialized,256,8,0x73eda753299d7d483339d80809a1d80553bda402fffe5bfeffffffff00000001,24,16777216,6,4,12,2,10,whole-run,fixed,139.023,136.404,0,0,0,136.404,3072.000000,104637545035400,ok
