workload,polynomial,backend,field,arithmetic,layout,point_mode,bit_width,limbs,modulus_hex,rounds,N,vars,degree,terms,warmups,repeats,timing_mode,challenge_mode,first_ms,median_ms,eval_median_ms,challenge_median_ms,fold_median_ms,total_median_ms,input_mib,checksum,status
zk_complete_add_10,q_add*y_r - q_add*y_p - q_add*x_q*y_r*gamma + q_add*x_q*y_p*gamma,triton-sumcheck-prime-field-montgomery-element-layout-specialized-points,p32_2^32_minus_5,montgomery,element,specialized,32,1,0xfffffffb,24,16777216,5,4,4,2,10,whole-run,fixed,73.687,20.472,0.000,0.000000,0.000,20.472,320.000000,3229523613953,ok
